latitude,longitude
40.756162,-74.018933
40.756162,-74.01537671403989
40.756162,-74.01182042807977
40.756162,-74.00826414211966
40.756162,-74.00470785615954
40.756162,-74.00115157019943
40.756162,-73.99759528423931
40.756162,-73.9940389982792
40.756162,-73.99048271231908
40.756162,-73.98692642635896
40.756162,-73.98337014039885
40.756162,-73.97981385443873
40.756162,-73.97625756847862
40.756162,-73.9727012825185
40.75344888480113,-74.018933
40.75344888480113,-74.01537671403989
40.75344888480113,-74.01182042807977
40.75344888480113,-74.00826414211966
40.75344888480113,-74.00470785615954
40.75344888480113,-74.00115157019943
40.75344888480113,-73.99759528423931
40.75344888480113,-73.9940389982792
40.75344888480113,-73.99048271231908
40.75344888480113,-73.98692642635896
40.75344888480113,-73.98337014039885
40.75344888480113,-73.97981385443873
40.75344888480113,-73.97625756847862
40.75344888480113,-73.9727012825185
40.75073576960226,-74.018933
40.75073576960226,-74.01537671403989
40.75073576960226,-74.01182042807977
40.75073576960226,-74.00826414211966
40.75073576960226,-74.00470785615954
40.75073576960226,-74.00115157019943
40.75073576960226,-73.99759528423931
40.75073576960226,-73.9940389982792
40.75073576960226,-73.99048271231908
40.75073576960226,-73.98692642635896
40.75073576960226,-73.98337014039885
40.75073576960226,-73.97981385443873
40.75073576960226,-73.97625756847862
40.75073576960226,-73.9727012825185
40.748022654403385,-74.018933
40.748022654403385,-74.01537671403989
40.748022654403385,-74.01182042807977
40.748022654403385,-74.00826414211966
40.748022654403385,-74.00470785615954
40.748022654403385,-74.00115157019943
40.748022654403385,-73.99759528423931
40.748022654403385,-73.9940389982792
40.748022654403385,-73.99048271231908
40.748022654403385,-73.98692642635896
40.748022654403385,-73.98337014039885
40.748022654403385,-73.97981385443873
40.748022654403385,-73.97625756847862
40.748022654403385,-73.9727012825185
40.74530953920451,-74.018933
40.74530953920451,-74.01537671403989
40.74530953920451,-74.01182042807977
40.74530953920451,-74.00826414211966
40.74530953920451,-74.00470785615954
40.74530953920451,-74.00115157019943
40.74530953920451,-73.99759528423931
40.74530953920451,-73.9940389982792
40.74530953920451,-73.99048271231908
40.74530953920451,-73.98692642635896
40.74530953920451,-73.98337014039885
40.74530953920451,-73.97981385443873
40.74530953920451,-73.97625756847862
40.74530953920451,-73.9727012825185
40.74259642400564,-74.018933
40.74259642400564,-74.01537671403989
40.74259642400564,-74.01182042807977
40.74259642400564,-74.00826414211966
40.74259642400564,-74.00470785615954
40.74259642400564,-74.00115157019943
40.74259642400564,-73.99759528423931
40.74259642400564,-73.9940389982792
40.74259642400564,-73.99048271231908
40.74259642400564,-73.98692642635896
40.74259642400564,-73.98337014039885
40.74259642400564,-73.97981385443873
40.74259642400564,-73.97625756847862
40.74259642400564,-73.9727012825185
40.73988330880677,-74.018933
40.73988330880677,-74.01537671403989
40.73988330880677,-74.01182042807977
40.73988330880677,-74.00826414211966
40.73988330880677,-74.00470785615954
40.73988330880677,-74.00115157019943
40.73988330880677,-73.99759528423931
40.73988330880677,-73.9940389982792
40.73988330880677,-73.99048271231908
40.73988330880677,-73.98692642635896
40.73988330880677,-73.98337014039885
40.73988330880677,-73.97981385443873
40.73988330880677,-73.97625756847862
40.73988330880677,-73.9727012825185
40.737170193607895,-74.018933
40.737170193607895,-74.01537671403989
40.737170193607895,-74.01182042807977
40.737170193607895,-74.00826414211966
40.737170193607895,-74.00470785615954
40.737170193607895,-74.00115157019943
40.737170193607895,-73.99759528423931
40.737170193607895,-73.9940389982792
40.737170193607895,-73.99048271231908
40.737170193607895,-73.98692642635896
40.737170193607895,-73.98337014039885
40.737170193607895,-73.97981385443873
40.737170193607895,-73.97625756847862
40.737170193607895,-73.9727012825185
40.73445707840902,-74.018933
40.73445707840902,-74.01537671403989
40.73445707840902,-74.01182042807977
40.73445707840902,-74.00826414211966
40.73445707840902,-74.00470785615954
40.73445707840902,-74.00115157019943
40.73445707840902,-73.99759528423931
40.73445707840902,-73.9940389982792
40.73445707840902,-73.99048271231908
40.73445707840902,-73.98692642635896
40.73445707840902,-73.98337014039885
40.73445707840902,-73.97981385443873
40.73445707840902,-73.97625756847862
40.73445707840902,-73.9727012825185
40.73174396321015,-74.018933
40.73174396321015,-74.01537671403989
40.73174396321015,-74.01182042807977
40.73174396321015,-74.00826414211966
40.73174396321015,-74.00470785615954
40.73174396321015,-74.00115157019943
40.73174396321015,-73.99759528423931
40.73174396321015,-73.9940389982792
40.73174396321015,-73.99048271231908
40.73174396321015,-73.98692642635896
40.73174396321015,-73.98337014039885
40.73174396321015,-73.97981385443873
40.73174396321015,-73.97625756847862
40.73174396321015,-73.9727012825185
40.72903084801128,-74.018933
40.72903084801128,-74.01537671403989
40.72903084801128,-74.01182042807977
40.72903084801128,-74.00826414211966
40.72903084801128,-74.00470785615954
40.72903084801128,-74.00115157019943
40.72903084801128,-73.99759528423931
40.72903084801128,-73.9940389982792
40.72903084801128,-73.99048271231908
40.72903084801128,-73.98692642635896
40.72903084801128,-73.98337014039885
40.72903084801128,-73.97981385443873
40.72903084801128,-73.97625756847862
40.72903084801128,-73.9727012825185
40.726317732812404,-74.018933
40.726317732812404,-74.01537671403989
40.726317732812404,-74.01182042807977
40.726317732812404,-74.00826414211966
40.726317732812404,-74.00470785615954
40.726317732812404,-74.00115157019943
40.726317732812404,-73.99759528423931
40.726317732812404,-73.9940389982792
40.726317732812404,-73.99048271231908
40.726317732812404,-73.98692642635896
40.726317732812404,-73.98337014039885
40.726317732812404,-73.97981385443873
40.726317732812404,-73.97625756847862
40.726317732812404,-73.9727012825185
40.72360461761353,-74.018933
40.72360461761353,-74.01537671403989
40.72360461761353,-74.01182042807977
40.72360461761353,-74.00826414211966
40.72360461761353,-74.00470785615954
40.72360461761353,-74.00115157019943
40.72360461761353,-73.99759528423931
40.72360461761353,-73.9940389982792
40.72360461761353,-73.99048271231908
40.72360461761353,-73.98692642635896
40.72360461761353,-73.98337014039885
40.72360461761353,-73.97981385443873
40.72360461761353,-73.97625756847862
40.72360461761353,-73.9727012825185
40.72089150241466,-74.018933
40.72089150241466,-74.01537671403989
40.72089150241466,-74.01182042807977
40.72089150241466,-74.00826414211966
40.72089150241466,-74.00470785615954
40.72089150241466,-74.00115157019943
40.72089150241466,-73.99759528423931
40.72089150241466,-73.9940389982792
40.72089150241466,-73.99048271231908
40.72089150241466,-73.98692642635896
40.72089150241466,-73.98337014039885
40.72089150241466,-73.97981385443873
40.72089150241466,-73.97625756847862
40.72089150241466,-73.9727012825185
40.71817838721579,-74.018933
40.71817838721579,-74.01537671403989
40.71817838721579,-74.01182042807977
40.71817838721579,-74.00826414211966
40.71817838721579,-74.00470785615954
40.71817838721579,-74.00115157019943
40.71817838721579,-73.99759528423931
40.71817838721579,-73.9940389982792
40.71817838721579,-73.99048271231908
40.71817838721579,-73.98692642635896
40.71817838721579,-73.98337014039885
40.71817838721579,-73.97981385443873
40.71817838721579,-73.97625756847862
40.71817838721579,-73.9727012825185
40.715465272016914,-74.018933
40.715465272016914,-74.01537671403989
40.715465272016914,-74.01182042807977
40.715465272016914,-74.00826414211966
40.715465272016914,-74.00470785615954
40.715465272016914,-74.00115157019943
40.715465272016914,-73.99759528423931
40.715465272016914,-73.9940389982792
40.715465272016914,-73.99048271231908
40.715465272016914,-73.98692642635896
40.715465272016914,-73.98337014039885
40.715465272016914,-73.97981385443873
40.715465272016914,-73.97625756847862
40.715465272016914,-73.9727012825185
40.71275215681804,-74.018933
40.71275215681804,-74.01537671403989
40.71275215681804,-74.01182042807977
40.71275215681804,-74.00826414211966
40.71275215681804,-74.00470785615954
40.71275215681804,-74.00115157019943
40.71275215681804,-73.99759528423931
40.71275215681804,-73.9940389982792
40.71275215681804,-73.99048271231908
40.71275215681804,-73.98692642635896
40.71275215681804,-73.98337014039885
40.71275215681804,-73.97981385443873
40.71275215681804,-73.97625756847862
40.71275215681804,-73.9727012825185
40.71003904161917,-74.018933
40.71003904161917,-74.01537671403989
40.71003904161917,-74.01182042807977
40.71003904161917,-74.00826414211966
40.71003904161917,-74.00470785615954
40.71003904161917,-74.00115157019943
40.71003904161917,-73.99759528423931
40.71003904161917,-73.9940389982792
40.71003904161917,-73.99048271231908
40.71003904161917,-73.98692642635896
40.71003904161917,-73.98337014039885
40.71003904161917,-73.97981385443873
40.71003904161917,-73.97625756847862
40.71003904161917,-73.9727012825185
40.707325926420296,-74.018933
40.707325926420296,-74.01537671403989
40.707325926420296,-74.01182042807977
40.707325926420296,-74.00826414211966
40.707325926420296,-74.00470785615954
40.707325926420296,-74.00115157019943
40.707325926420296,-73.99759528423931
40.707325926420296,-73.9940389982792
40.707325926420296,-73.99048271231908
40.707325926420296,-73.98692642635896
40.707325926420296,-73.98337014039885
40.707325926420296,-73.97981385443873
40.707325926420296,-73.97625756847862
40.707325926420296,-73.9727012825185
40.70461281122142,-74.018933
40.70461281122142,-74.01537671403989
40.70461281122142,-74.01182042807977
40.70461281122142,-74.00826414211966
40.70461281122142,-74.00470785615954
40.70461281122142,-74.00115157019943
40.70461281122142,-73.99759528423931
40.70461281122142,-73.9940389982792
40.70461281122142,-73.99048271231908
40.70461281122142,-73.98692642635896
40.70461281122142,-73.98337014039885
40.70461281122142,-73.97981385443873
40.70461281122142,-73.97625756847862
40.70461281122142,-73.9727012825185
